petName,enemyId,templateId,initNum,lvupPointSource,lvupPointEffective,baseVital,baseStr,baseTough,baseDex,get,poisonResist,paralysisResist,sleepResist,stoneResist,drunkResist,confusionResist,critical,counter,rare,lvMin,lvMax,enemyExp,hpMin,hpMax,attackMin,attackMax,defenseMin,defenseMax,agilityMin,agilityMax,rawVitalMin,rawVitalMax,rawStrMin,rawStrMax,rawToughMin,rawToughMax,rawDexMin,rawDexMax,growVitalMin,growVitalMax,growStrMin,growStrMax,growToughMin,growToughMax,growDexMin,growDexMax,rank,baseSum,earth,water,fire,wind,skill1,skill2,skill3,skill4,skill5,skill6,skill7,limitLevel,imageId
史卡特,2137,1109,21,4.5,4,25,46,20,29,11,0,0,0,0,0,0,1,1,0,1,1,-1,40,52,10,13,5,8,5,8,483,777,924,1218,378,672,567,861,103,185,198,290,81,160,121,205,0,120,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,101533
史卡鲁,2138,1110,20,4.5,4,28,44,23,29,11,0,0,0,0,0,0,1,1,1,1,1,-1,40,52,9,12,5,8,5,8,520,800,840,1120,420,700,540,820,117,200,189,280,94,175,121,205,0,124,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,101532
洛安奇,2139,1111,28,4.5,4,52,30,18,14,-1,0,0,0,0,0,0,1,1,1,1,1,-1,74,90,9,14,6,11,3,7,1400,1792,784,1176,448,840,336,728,225,320,126,210,72,150,54,130,0,114,90,0,0,10,1,2,-1,-1,-1,-1,-1,-1,101534
洛斯克,2140,1112,28,4.5,4,50,29,20,15,11,0,0,0,0,0,0,1,1,0,1,1,-1,72,89,9,13,7,11,3,7,1344,1736,756,1148,504,896,364,756,216,310,121,205,81,160,58,135,0,114,10,90,0,0,1,2,-1,-1,-1,-1,-1,-1,101535
特雷克洛,2141,1113,35,4.5,4,26,49,26,29,0,0,0,0,0,0,0,5,0,0,1,1,-1,71,91,18,23,11,16,9,14,840,1330,1645,2135,840,1330,945,1435,108,190,211,305,108,190,121,205,0,130,0,20,80,0,1,2,-1,-1,-1,-1,-1,-1,101542
特雷吉洛,2142,1114,40,4.5,4,28,42,25,23,0,0,0,0,0,0,0,5,0,0,1,1,-1,79,102,18,24,12,18,8,14,1040,1600,1600,2160,920,1480,840,1400,117,200,180,270,103,185,94,175,0,118,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,101543
塔斯摩米,2144,1116,29,4.5,4,23,43,34,23,11,0,0,0,0,0,0,1,1,2,1,1,-1,54,71,13,18,11,15,6,10,609,1015,1189,1595,928,1334,609,1015,94,175,184,275,144,230,94,175,0,123,90,10,0,0,1,2,-1,-1,-1,-1,-1,-1,101572
欧西摩米,2145,1117,29,4.5,4,36,42,22,24,11,0,0,0,0,0,0,1,1,2,1,1,-1,66,82,13,17,8,12,6,10,986,1392,1160,1566,580,986,638,1044,153,240,180,270,90,170,99,180,0,124,0,90,10,0,1,2,-1,-1,-1,-1,-1,-1,101573
洛德摩米,2146,1118,29,4.5,4,25,48,19,26,11,0,0,0,0,0,0,1,1,2,1,1,-1,54,71,14,19,7,11,6,11,667,1073,1334,1740,493,899,696,1102,103,185,207,300,76,155,108,190,0,118,0,0,90,10,1,2,-1,-1,-1,-1,-1,-1,101574
艾尔摩米,2147,1119,29,4.5,4,24,43,19,40,11,0,0,0,0,0,0,1,1,2,1,1,-1,56,73,13,17,7,11,11,15,638,1044,1189,1595,493,899,1102,1508,99,180,184,275,76,155,171,260,0,126,0,0,10,90,1,2,-1,-1,-1,-1,-1,-1,101575
卡伯,2148,1065,23,4.5,4,31,32,35,24,11,0,0,0,0,0,0,1,1,0,30,40,-1,293,481,52,93,56,98,30,64,4031,7697,4170,7876,4587,8413,3058,6444,130,215,135,220,148,235,99,180,0,122,60,40,0,0,1,2,-1,-1,-1,-1,-1,-1,101563
多格斯,2149,1068,28,4.5,4,29,36,38,18,11,0,0,0,0,0,0,1,1,0,30,40,-1,293,482,59,103,62,106,23,55,3888,7544,4896,8832,5184,9200,2304,5520,121,205,153,240,162,250,72,150,0,121,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,101569
洛比特,2150,1069,25,4.5,4,29,34,28,19,-1,0,0,0,0,0,0,1,1,1,30,40,-1,272,454,54,96,46,86,23,56,3807,7421,4512,8326,3666,7240,2397,5611,121,205,144,230,117,200,76,155,0,110,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,101537
那提拉,2151,1085,20,4.5,4,35,26,29,15,-1,0,0,0,0,0,0,1,1,2,30,40,-1,280,464,42,80,46,85,17,47,4488,8272,3264,6688,3672,7216,1768,4752,148,235,108,190,121,205,58,135,0,105,50,50,0,0,1,2,-1,-1,-1,-1,-1,-1,101552
康尔特,2152,1079,23,4.5,4,35,33,20,20,0,0,0,0,0,0,0,1,1,0,40,50,-1,374,584,67,113,46,88,32,70,5907,10293,5549,9855,3222,7008,3222,7008,148,235,139,225,81,160,81,160,0,108,10,90,0,0,1,2,-1,-1,-1,-1,-1,-1,101558
多尔克,2153,1082,25,4.5,4,26,27,24,29,11,0,0,0,0,0,0,1,1,0,40,50,-1,325,525,56,101,52,95,48,90,4344,8398,4525,8619,3982,7956,4887,9061,108,190,112,195,99,180,121,205,0,106,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,101548
史比特,2154,1089,25,4.5,4,32,29,33,25,11,0,0,0,0,0,0,1,1,0,40,50,-1,381,594,62,108,69,116,41,81,5430,9724,4887,9061,5611,9945,4163,8177,135,220,121,205,139,225,103,185,0,119,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,101556
洛斯克,2155,1112,28,4.5,4,50,29,20,15,11,0,0,0,0,0,0,1,1,0,40,50,-1,478,712,63,110,49,92,23,60,8832,13888,4968,9184,3312,7168,2392,6048,216,310,121,205,81,160,58,135,0,114,10,90,0,0,1,2,-1,-1,-1,-1,-1,-1,101535
奥特普,2156,1084,27,4.5,4,31,42,25,26,11,0,0,0,0,0,0,1,1,0,50,60,-1,474,712,104,161,70,121,53,99,6467,11309,8920,14202,5129,9731,5352,9994,130,215,180,270,103,185,108,190,0,124,90,10,0,0,1,2,-1,-1,-1,-1,-1,-1,101551
沙列克,2157,1088,26,4.5,4,27,40,20,33,11,0,0,0,0,0,0,1,1,0,50,60,-1,437,668,98,154,58,107,68,117,5550,10218,8436,13624,3996,8384,6882,11790,112,195,171,260,81,160,139,225,0,120,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,101541
伊克多,2158,1098,27,4.5,4,26,36,18,40,11,0,0,0,0,0,0,1,1,1,50,60,-1,432,662,90,144,53,101,84,136,5352,9994,7582,12624,3568,7890,8474,13676,108,190,153,240,72,150,171,260,0,120,60,40,0,0,1,2,-1,-1,-1,-1,-1,-1,101567
卡特,2159,1066,24,4.5,4,31,37,30,18,-1,0,0,0,0,0,0,1,1,1,60,70,-1,533,789,109,169,92,150,41,90,7540,12900,9100,14700,7280,12600,4160,9000,130,215,157,245,126,210,72,150,0,116,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,101562
那尔斯,2160,1081,26,4.5,4,31,29,25,25,-5,0,0,0,0,0,0,1,1,2,60,70,-1,521,776,88,146,79,135,60,111,7598,12986,7074,12382,6026,11174,6026,11174,130,215,121,205,103,185,103,185,0,110,90,0,0,10,1,2,-1,-1,-1,-1,-1,-1,101549
史卡鲁,2161,1110,20,4.5,4,28,44,23,29,11,0,0,0,0,0,0,1,1,1,60,70,-1,522,775,124,186,75,130,69,121,6656,11840,10752,16576,5376,10360,6912,12136,117,200,189,280,94,175,121,205,0,124,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,101532
特利斯克,2162,1074,26,4.5,4,29,44,17,27,-1,0,0,0,0,0,0,1,1,1,70,80,-1,604,882,144,213,71,130,75,133,8154,14022,12684,19152,4530,9918,7550,13338,121,205,189,280,67,145,112,195,0,117,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,101539
伯洛西,2163,1080,24,4.5,4,32,31,22,24,-5,0,0,0,0,0,0,1,1,2,70,80,-1,603,880,106,170,82,142,66,122,9000,14960,8700,14620,6000,11560,6600,12240,135,220,130,215,90,170,99,180,0,109,0,20,80,0,1,2,-1,-1,-1,-1,-1,-1,101559
特雷沙,2164,1092,29,4.5,4,28,41,25,28,-1,0,0,0,0,0,0,1,1,1,70,80,-1,616,897,139,207,95,158,79,138,7930,13800,11895,18285,7015,12765,7930,13800,117,200,175,265,103,185,117,200,0,122,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,101554
贝洛金,2180,739,21,4.5,4,32,19,34,19,11,0,0,0,0,0,0,1,1,0,91,95,-1,746,1008,93,155,144,208,64,123,11430,17468,6477,12307,12192,18262,6477,12307,135,220,76,155,144,230,76,155,0,104,0,0,40,60,1,2,-1,-1,-1,-1,-1,-1,100834
加耶布斯,2181,781,17,4.5,4,29,22,27,19,11,0,0,0,0,0,0,1,1,0,91,95,-1,678,935,100,161,117,179,64,121,10179,16113,7540,13362,9425,15327,6409,12183,126,213,94,176,117,202,79,161,1,97,0,0,0,100,1,2,-1,-1,-1,-1,-1,-1,100876
毛宝,2183,771,22,4.5,4,26,26,29,24,11,0,0,0,0,0,0,1,1,0,96,100,-1,719,990,123,188,134,200,88,150,9648,15884,9648,15884,10854,17138,8844,15048,108,190,108,190,121,205,99,180,0,105,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100866
克拉尔,2184,757,18,4.5,4,22,22,21,29,11,0,0,0,0,0,0,1,1,0,96,100,-1,620,885,102,166,98,162,107,169,7960,14076,7960,14076,7562,13662,10746,16974,98,183,98,183,93,178,132,221,2,94,0,0,20,80,1,2,-1,-1,-1,-1,-1,-1,100852
火鸡,2185,291,17,4.5,4,19,18,10,33,9,0,0,0,0,0,0,3,1,0,101,110,-1,554,865,85,158,55,126,129,203,7089,14043,6672,13590,3336,9966,12927,20385,90,179,84,174,42,127,164,261,4,80,0,0,30,70,1,-1,-1,-1,-1,-1,-1,-1,100367
克克洛斯,2186,292,20,4.5,4,18,22,10,35,7,0,0,0,0,0,0,5,2,0,101,110,-1,567,880,103,178,57,128,138,214,6720,13680,8400,15504,3360,10032,13860,21432,81,168,102,190,40,123,168,263,3,85,0,0,0,100,1,120,-1,-1,-1,-1,-1,-1,100368
波比,2212,1133,23,4.5,4,26,30,24,34,-5,0,0,0,0,0,0,1,1,2,1,1,-1,43,56,7,11,6,10,7,10,552,874,644,966,506,828,736,1058,108,190,126,210,99,180,144,230,0,114,0,0,20,80,1,2,-1,-1,-1,-1,-1,-1,101578
史卡皮诺,2245,35,29,4.5,4,25,30,54,10,11,0,0,0,0,0,0,1,1,2,1,1,-1,55,71,10,14,16,21,2,6,667,1073,812,1218,1508,1914,232,638,103,185,126,210,234,330,36,110,0,119,90,10,0,0,1,2,-1,-1,-1,-1,-1,-1,101612
史卡皮克,2246,36,29,4.5,4,54,40,30,30,11,0,0,0,0,0,0,1,1,2,1,1,-1,90,107,13,18,11,15,8,12,1508,1914,1102,1508,812,1218,812,1218,234,330,171,260,126,210,126,210,0,154,0,90,10,0,1,2,-1,-1,-1,-1,-1,-1,101613
史卡皮奥,2247,37,29,4.5,4,27,54,10,30,11,0,0,0,0,0,0,1,1,2,1,1,-1,57,74,16,20,5,9,8,12,725,1131,1508,1914,232,638,812,1218,112,195,234,330,36,110,126,210,0,121,0,0,90,10,1,2,-1,-1,-1,-1,-1,-1,101614
史卡皮顿,2248,38,29,4.5,4,25,30,10,54,11,0,0,0,0,0,0,1,1,2,1,1,-1,55,71,9,14,4,8,15,19,667,1073,812,1218,232,638,1508,1914,103,185,126,210,36,110,234,330,0,119,0,0,10,90,1,2,-1,-1,-1,-1,-1,-1,101615
菲奇亚,2258,933,30,4.5,4,32,64,13,32,-5,1,1,1,1,1,1,1,1,2,1,1,-1,69,87,20,24,6,11,9,13,900,1320,1860,2280,330,750,900,1320,135,220,279,380,49,125,135,220,0,141,0,0,100,0,1,2,624,-1,-1,-1,-1,-1,101616
巴罗多,2260,55,29,4.5,4,30,39,27,27,11,0,0,0,0,0,0,1,1,2,1,1,-1,60,77,12,16,9,13,7,11,812,1218,1073,1479,725,1131,725,1131,126,210,166,255,112,195,112,195,0,123,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,101617
巴罗特,2261,56,29,4.5,4,24,42,18,39,11,0,0,0,0,0,0,1,1,2,1,1,-1,55,72,13,17,7,11,10,14,638,1044,1160,1566,464,870,1073,1479,99,180,180,270,72,150,166,255,0,123,0,0,20,80,1,2,-1,-1,-1,-1,-1,-1,101618
克雷多,2347,80,26,4.5,4,27,47,23,34,-1,0,0,0,0,0,0,1,1,1,1,1,-1,54,69,13,17,7,11,8,11,650,1014,1170,1534,546,910,832,1196,112,195,202,295,94,175,144,230,0,131,0,20,80,0,1,2,-1,-1,-1,-1,-1,-1,101619
培罗多,2348,89,26,4.5,4,23,44,27,38,11,0,0,0,0,0,0,1,1,0,1,1,-1,51,66,12,16,8,12,9,13,546,910,1092,1456,650,1014,936,1300,94,175,189,280,112,195,162,250,0,132,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,101620
毕可斯,2349,90,27,4.5,4,29,40,22,30,11,0,0,0,0,0,0,1,1,1,1,1,-1,55,70,12,15,7,11,7,11,729,1107,1026,1404,540,918,756,1134,121,205,171,260,90,170,126,210,0,121,90,10,0,0,1,2,-1,-1,-1,-1,-1,-1,101621
毕卡斯,2350,96,27,4.5,4,27,42,20,32,11,0,0,0,0,0,0,1,1,1,1,1,-1,53,69,12,16,7,11,8,11,675,1053,1080,1458,486,864,810,1188,112,195,180,270,81,160,135,220,0,121,0,0,90,10,1,2,-1,-1,-1,-1,-1,-1,101622
拉奇鲁哥,2393,99,23,4.5,4,22,26,20,26,5,0,0,0,0,0,0,0,3,0,1,1,-1,35,49,6,10,5,8,5,8,460,782,552,874,414,736,552,874,98,183,117,205,88,172,117,205,2,94,0,0,100,0,1,2,-1,-1,-1,-1,-1,20,100279
胖达利,2395,108,23,4.5,4,27,37,25,29,-5,0,0,0,0,0,0,1,1,2,1,1,-1,44,58,9,12,7,10,6,9,575,897,805,1127,529,851,621,943,112,195,157,245,103,185,121,205,0,118,0,0,50,50,1,2,-1,-1,-1,-1,-1,-1,101719
库胖达,2396,109,23,4.5,4,33,42,26,24,-5,0,0,0,0,0,0,1,1,2,1,1,-1,50,63,10,14,7,10,5,8,713,1035,920,1242,552,874,506,828,139,225,180,270,108,190,99,180,0,125,0,50,50,0,1,2,-1,-1,-1,-1,-1,-1,101713
胖达多,2397,115,23,4.5,4,29,37,25,27,-5,0,0,0,0,0,0,1,1,2,1,1,-1,46,59,9,12,7,10,5,8,621,943,805,1127,529,851,575,897,121,205,157,245,103,185,112,195,0,118,0,50,50,0,1,2,-1,-1,-1,-1,-1,-1,101720
欧胖达,2398,116,23,4.5,4,30,42,26,26,-5,0,0,0,0,0,0,1,1,2,1,1,-1,48,61,10,14,7,10,5,8,644,966,920,1242,552,874,552,874,126,210,180,270,108,190,108,190,0,124,0,0,50,50,1,2,-1,-1,-1,-1,-1,-1,101714
里德尔,2399,110,33,4.5,4,26,44,18,38,-1,0,0,0,0,0,0,1,1,1,1,1,-1,66,85,15,20,8,13,11,16,792,1254,1386,1848,528,990,1188,1650,108,190,189,280,72,150,162,250,0,126,0,0,70,30,1,2,-1,-1,-1,-1,-1,-1,101729
贝里莱欧,2400,117,29,4.5,4,26,46,31,32,11,0,0,0,0,0,0,1,1,2,1,1,-1,60,77,14,19,10,15,8,12,696,1102,1276,1682,841,1247,870,1276,108,190,198,290,130,215,135,220,0,135,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,101725
萨法莱欧,2401,118,29,4.5,4,38,44,23,34,11,0,0,0,0,0,0,1,1,2,1,1,-1,72,89,14,18,8,13,9,13,1044,1450,1218,1624,609,1015,928,1334,162,250,189,280,94,175,144,230,0,139,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,101726
鲁贝莱欧,2402,119,29,4.5,4,26,51,22,34,11,0,0,0,0,0,0,1,1,2,1,1,-1,60,76,16,20,8,12,9,13,696,1102,1421,1827,580,986,928,1334,108,190,220,315,90,170,144,230,0,133,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,101727
多帕莱欧,2403,120,29,4.5,4,24,46,23,43,11,0,0,0,0,0,0,1,1,2,1,1,-1,59,75,14,18,8,12,11,15,638,1044,1276,1682,609,1015,1189,1595,99,180,198,290,94,175,184,275,0,136,20,0,0,80,1,2,-1,-1,-1,-1,-1,-1,101728
艾柏瑞,2404,121,30,4.5,4,27,35,21,36,-1,0,0,0,0,0,0,1,1,1,1,1,-1,58,76,11,16,8,12,10,14,750,1170,990,1410,570,990,1020,1440,112,195,148,235,85,165,153,240,0,119,0,0,20,80,1,2,-1,-1,-1,-1,-1,-1,101723
呼萨瑞,2405,122,30,4.5,4,30,33,25,30,11,0,0,0,0,0,0,1,1,0,1,1,-1,61,78,11,15,9,13,8,12,840,1260,930,1350,690,1110,840,1260,126,210,139,225,103,185,126,210,0,118,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,101724
多芬,2407,123,40,4.5,4,31,40,26,27,0,0,0,0,0,0,0,6,3,2,1,1,-1,85,108,18,23,12,18,10,15,1160,1720,1520,2080,960,1520,1000,1560,130,215,171,260,108,190,112,195,0,124,0,90,10,0,1,2,645,-1,-1,-1,-1,-1,101705
温多芬,2408,124,40,4.5,4,29,38,24,30,0,0,0,0,0,0,0,1,1,0,1,1,-1,81,104,17,22,12,17,11,16,1080,1640,1440,2000,880,1440,1120,1680,121,205,162,250,99,180,126,210,0,121,0,0,0,100,1,2,645,-1,-1,-1,-1,-1,101706
斯达克,2409,125,28,4.5,4,29,39,41,18,-1,0,0,0,0,0,0,1,1,1,1,1,-1,58,75,12,16,13,17,4,8,756,1148,1036,1428,1092,1484,448,840,121,205,166,255,175,265,72,150,0,127,50,50,0,0,1,2,-1,-1,-1,-1,-1,-1,101715
西斯达,2410,126,28,4.5,4,26,41,38,22,11,0,0,0,0,0,0,1,1,0,1,1,-1,56,72,13,17,12,16,5,9,672,1064,1092,1484,1008,1400,560,952,108,190,175,265,162,250,90,170,0,127,0,0,50,50,1,2,-1,-1,-1,-1,-1,-1,101716
多瑞里,2411,127,23,4.5,4,32,38,29,22,-1,0,0,0,0,0,0,1,1,1,1,1,-1,48,62,9,13,8,11,4,7,690,1012,828,1150,621,943,460,782,135,220,162,250,121,205,90,170,0,121,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,101707
贝瑞里,2412,128,23,4.5,4,27,37,31,25,11,0,0,0,0,0,0,1,1,0,1,1,-1,45,58,9,13,8,11,5,8,575,897,805,1127,667,989,529,851,112,195,157,245,130,215,103,185,0,120,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,101708
贝路卡,2413,129,27,4.5,4,29,44,31,27,-1,0,0,0,0,0,0,1,1,2,1,1,-1,57,73,13,17,10,14,6,10,729,1107,1134,1512,783,1161,675,1053,121,205,189,280,130,215,112,195,0,131,0,80,20,0,1,2,602,-1,-1,-1,-1,-1,101711
奇路卡,2414,130,27,4.5,4,29,41,32,27,-1,0,0,0,0,0,0,1,1,1,1,1,-1,57,72,12,16,10,14,6,10,729,1107,1053,1431,810,1188,675,1053,121,205,175,265,135,220,112,195,0,129,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,101712
奇肯沃,2415,131,21,4.5,4,29,51,19,29,11,0,0,0,0,0,0,1,1,0,1,1,-1,44,56,11,14,5,8,5,8,567,861,1029,1323,357,651,567,861,121,205,220,315,76,155,121,205,0,128,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,101717
奇肯克奈,2416,132,21,4.5,4,25,43,27,30,11,0,0,0,0,0,0,1,1,1,1,1,-1,41,53,10,13,6,10,5,8,483,777,861,1155,525,819,588,882,103,185,184,275,112,195,126,210,0,125,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,101718
史克杰,2417,133,27,4.5,4,25,33,20,47,11,0,0,0,0,0,0,1,1,1,1,1,-1,52,68,10,14,7,10,12,15,621,999,837,1215,486,864,1215,1593,103,185,139,225,81,160,202,295,0,125,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,101709
史菲洛,2418,134,27,4.5,4,20,36,16,50,11,0,0,0,0,0,0,1,1,1,1,1,-1,48,63,10,14,5,9,12,16,486,864,918,1296,378,756,1296,1674,81,160,153,240,63,140,216,310,0,122,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,101710
史奈克特,2419,135,29,4.5,4,25,46,25,32,11,0,0,0,0,0,0,1,1,2,1,1,-1,57,74,14,18,9,13,8,12,667,1073,1276,1682,667,1073,870,1276,103,185,198,290,103,185,135,220,0,128,90,10,0,0,1,2,-1,-1,-1,-1,-1,-1,101722
葛利斯奈,2420,136,29,4.5,4,25,50,21,32,11,0,0,0,0,0,0,1,1,2,1,1,-1,57,74,15,19,8,12,8,12,667,1073,1392,1798,551,957,870,1276,103,185,216,310,85,165,135,220,0,128,0,0,90,10,1,2,-1,-1,-1,-1,-1,-1,101721
呼拔拔,2424,72,24,4.5,4,22,24,19,27,5,0,0,0,0,0,0,0,3,0,6,10,-1,67,127,12,25,10,22,11,23,880,2040,968,2160,748,1860,1100,2340,98,183,107,194,83,167,122,210,2,92,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100280
鲁尼帖斯,2425,74,22,4.5,4,23,23,25,22,5,0,0,0,0,0,0,0,3,0,6,10,-1,66,125,11,24,12,25,8,19,882,2030,882,2030,966,2146,840,1972,102,189,102,189,112,199,98,183,2,93,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100282
凯比,2426,112,20,4.5,4,14,19,19,27,11,0,0,0,0,0,0,2,0,0,1,3,-1,23,49,4,10,4,10,5,10,240,728,340,868,340,868,500,1092,66,156,93,186,93,186,137,234,5,79,20,0,0,80,1,2,-1,-1,-1,-1,-1,-1,100296
威伯,2427,34,20,4.5,4,17,18,15,29,11,0,0,0,0,0,0,0,1,0,1,3,-1,25,51,4,9,3,9,5,11,300,812,320,840,260,756,540,1148,82,174,88,180,71,162,148,246,5,79,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100266
史克杰,2434,133,27,4.5,4,25,33,20,47,11,0,0,0,0,0,0,1,1,1,50,60,-1,437,668,84,137,58,106,100,155,5129,9731,6913,11835,4014,8416,10035,15517,103,185,139,225,81,160,202,295,0,125,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,101709
史卡鲁,2439,1110,20,4.5,4,28,44,23,29,11,0,0,0,0,0,0,1,1,1,70,80,-1,603,880,143,211,87,148,79,137,7696,13440,12432,18816,6216,11760,7992,13776,117,200,189,280,94,175,121,205,0,124,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,101532
卡特,2442,1066,24,4.5,4,31,37,30,18,-1,0,0,0,0,0,0,1,1,1,70,80,-1,615,894,126,192,107,170,48,102,8700,14620,10500,16660,8400,14280,4800,10200,130,215,157,245,126,210,72,150,0,116,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,101562
多格斯,2445,1068,28,4.5,4,29,36,38,18,11,0,0,0,0,0,0,1,1,0,60,70,-1,538,796,109,170,114,176,42,91,7128,12464,8976,14592,9504,15200,4224,9120,121,205,153,240,162,250,72,150,0,121,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,101569
萨德迪比,2455,145,30,4.5,4,39,44,26,35,11,0,0,0,0,0,0,1,1,2,1,1,-1,77,94,15,19,10,14,9,14,1110,1530,1260,1680,720,1140,990,1410,166,255,189,280,108,190,148,235,0,144,10,90,0,0,1,2,-1,-1,-1,-1,-1,-1,101737
萨德斯凯,2456,146,30,4.5,4,27,53,23,36,11,0,0,0,0,0,0,1,1,2,1,1,-1,64,82,17,21,9,13,10,14,750,1170,1530,1950,630,1050,1020,1440,112,195,229,325,94,175,153,240,0,139,0,0,90,10,1,2,-1,-1,-1,-1,-1,-1,101736
罗多克雷,2457,1095,26,4.5,4,27,20,44,32,0,0,0,0,0,0,0,1,1,0,60,70,-1,524,779,69,124,126,189,78,132,6550,11778,4716,9664,11004,16912,7860,13288,112,195,81,160,189,280,135,220,0,123,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,101576
伯洛西,2458,1080,24,4.5,4,32,31,22,24,-5,0,0,0,0,0,0,1,1,2,60,70,-1,522,777,92,150,71,126,57,108,7800,13200,7540,12900,5200,10200,5720,10800,135,220,130,215,90,170,99,180,0,109,0,20,80,0,1,2,-1,-1,-1,-1,-1,-1,101559
西柏克,2459,1073,27,4.5,4,28,46,18,25,-1,0,0,0,0,0,0,1,1,2,50,60,-1,439,670,111,169,54,102,51,97,5798,10520,9812,15254,3568,7890,5129,9731,117,200,198,290,72,150,103,185,0,117,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,101538
佛克斯,2461,147,23,4.5,4,28,31,23,36,-5,0,0,0,0,0,0,1,1,2,1,1,-1,45,58,8,11,6,9,7,11,598,920,667,989,483,805,782,1104,117,200,130,215,94,175,153,240,0,118,0,0,20,80,1,2,-1,-1,-1,-1,-1,-1,101748
弗丽雅,2462,148,27,4.5,4,32,40,26,30,11,0,0,0,0,0,0,1,1,2,1,1,-1,59,75,12,16,8,12,7,11,810,1188,1026,1404,648,1026,756,1134,135,220,171,260,108,190,126,210,0,128,90,10,0,0,1,2,625,-1,-1,-1,-1,-1,101743
弗丽露,2463,149,27,4.5,4,28,45,22,32,11,0,0,0,0,0,0,1,1,2,1,1,-1,55,71,13,17,7,11,8,11,702,1080,1161,1539,540,918,810,1188,117,200,193,285,90,170,135,220,0,127,0,0,90,10,1,2,625,-1,-1,-1,-1,-1,101744
美拉蛋,2479,1145,35,4.5,4,20,37,52,24,11,0,0,0,0,0,0,1,1,0,1,1,-1,66,86,15,20,19,24,7,12,630,1120,1225,1715,1750,2240,770,1260,81,160,157,245,225,320,99,180,0,133,100,0,0,0,1,2,-1,-1,-1,-1,-1,60,101489
伦迪,2480,160,24,4.5,4,28,28,21,36,11,0,0,0,0,0,0,1,1,2,1,1,-1,46,60,7,11,6,9,8,11,624,960,624,960,456,792,816,1152,117,200,117,200,85,165,153,240,0,113,0,0,20,80,1,2,627,-1,-1,-1,-1,-1,101761
新手贝鲁卡,2481,161,17,4,4,16,20,13,22,5,0,0,0,0,0,0,3,3,0,1,1,-1,19,29,3,6,2,5,3,5,238,476,306,544,187,425,340,578,77,168,99,192,60,150,110,204,5,71,60,40,0,0,1,2,-1,-1,-1,-1,-1,-1,100327
新手贝鲁伊卡,2482,162,17,4,4,16,20,10,25,5,0,0,0,0,0,0,3,3,0,1,1,-1,19,29,3,6,2,4,3,6,238,476,306,544,136,374,391,629,77,168,99,192,44,132,126,222,5,71,0,0,30,70,1,2,-1,-1,-1,-1,-1,-1,100328
新手格鲁西斯,2483,163,17,4,4,19,20,10,22,5,0,0,0,0,0,0,3,3,0,1,1,-1,21,30,3,6,2,4,3,5,289,527,306,544,136,374,340,578,93,186,99,192,44,132,110,204,5,71,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,100329
新手金格萨贝鲁,2484,164,17,4,4,16,21,11,23,5,0,0,0,0,0,0,3,3,1,1,1,-1,19,29,3,6,2,4,3,5,238,476,323,561,153,391,357,595,77,168,104,198,49,138,115,210,5,71,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100330
石龟,2485,54,20,4.5,4,21,19,41,8,7,0,0,-20,65,0,0,0,0,0,65,70,-1,408,609,65,112,119,171,16,59,5244,9768,4692,9176,10764,15688,1656,5920,96,184,86,173,198,296,30,112,3,89,90,0,0,10,1,2,80,-1,-1,-1,-1,-1,100274
